i;ÎÇ ÃÑÌ-À.Ââåðõ;ÎÇ ÃÑÌ-À.Âíèç;ÎÇ ÃÑÌ-À.Îòñå÷êà;ÎÇ ÃÑÌ-Á.Âíèç;ÎÇ ÃÑÌ-Á.Âíèç;ÎÇ ÃÑÌ-Á.Îòñå÷êà
86;0.3186598350412397;0.05674956260934767;0.188;0.15012196950762308;0.0030067483129217697;0.077
87;0.319537615596101;0.05396000999750064;0.187;0.14776005998500372;0.00017245688577855546;0.074
88;0.322746063484129;0.05250212446888279;0.188;0.14799225193701573;-0.002895776055986004;0.073
89;0.3266493376655836;0.05693926518370408;0.192;0.14951612096975755;-0.006445388652836791;0.072
90;0.3327135716070982;0.06359460134966259;0.198;0.15280104973756561;-0.008907273181704575;0.072
91;0.33969582604348914;0.07026843289177706;0.205;0.1560702324418895;-0.010215196200949765;0.073
92;0.3452331917020745;0.07814396400899773;0.212;0.1593714071482129;-0.009833291677080731;0.075
93;0.34776305923519124;0.08226318420394901;0.215;0.16257660584853784;-0.007595351162209448;0.077
94;0.3470117470632342;0.08536540864783804;0.216;0.16449012746813296;-0.0056358410397400645;0.079
95;0.3414378905273681;0.0860417395651087;0.214;0.16725918520369906;-0.0022629342664333917;0.082
96;0.3353696575856036;0.08610097475631091;0.211;0.16551762059485128;0.0006550862284428894;0.083
97;0.329850287428143;0.08678905273681578;0.208;0.1607455636090977;0.0013019245188702828;0.081
98;0.3217848037990503;0.08700174956260935;0.204;0.15476305923519118;0.0004821294676330918;0.078
99;0.31790952261934513;0.08707298175456137;0.202;0.1473039240189952;-0.0017938015496125974;0.073
100;0.3156280929767558;0.08571082229442639;0.201;0.14500599850037488;-0.002532616845788553;0.071
101;0.3153599100224944;0.08466983254186454;0.200;0.14315171207198202;-0.002327668082979255;0.070
102;0.31930367408147964;0.084191952011997;0.202;0.1409502624343914;-0.00017495626093476624;0.070
103;0.3239325168707823;0.08520444888777805;0.205;0.1388980254936266;0.0006535866033491627;0.070
104;0.32503699075231196;0.08438065483629092;0.205;0.13378480379905022;-0.0003544113971507126;0.067
105;0.3249130217445638;0.08191802049487627;0.203;0.13016895776055987;-0.001946013496625844;0.064
106;0.3271509622594351;0.07888052986753312;0.203;0.1282404398900275;-0.004249187703074232;0.062
107;0.32586378405398647;0.07564658835291177;0.201;0.1266910772306923;-0.0064016495876031;0.060
108;0.32344813796550864;0.07275456135966009;0.198;0.12677455636090978;-0.009625093726568359;0.059
109;0.3180209947513122;0.06944388902774307;0.194;0.1268755311172207;-0.013036490877280682;0.057
110;0.30717445638590357;0.06483404148962758;0.186;0.1285933516620845;-0.014381904523869032;0.057
111;0.293341664583854;0.05931242189452637;0.176;0.1309522619345164;-0.015443889027743067;0.058
112;0.2809210197450637;0.05346338415396152;0.167;0.12940339915021246;-0.015943514121469635;0.057
113;0.26769632591852033;0.04699425143714072;0.157;0.12698200449887528;-0.01581729567608098;0.056
114;0.25543514121469635;0.040869282679330175;0.148;0.12190577355661086;-0.01779205198700325;0.052
115;0.2468147963009248;0.03463109222694327;0.141;0.11626968257935517;-0.01975581104723819;0.048
116;0.23911772056985756;0.028256935766058488;0.134;0.11227643089227694;-0.021626343414146466;0.045
117;0.23677355661084729;0.022901524618845294;0.130;0.10812546863284181;-0.023909522619345168;0.042
118;0.23542664333916521;0.02009897525618596;0.128;0.10346188452886779;-0.026789552611847046;0.038
119;0.2378340414896276;0.01717270682329418;0.128;0.09715671082229442;-0.03156235941014747;0.033
120;0.23749537615596103;0.015826293426643344;0.127;0.09217145713571606;-0.03846088477880531;0.027
121;0.23001074731317173;0.016357910522369408;0.123;0.09232516870782305;-0.041510872281929526;0.025
122;0.2210292426893277;0.019213946513371664;0.120;0.09024718820294925;-0.04347488127968009;0.023
123;0.208656335916021;0.02263284178955262;0.116;0.08776855786053486;-0.04623944013996501;0.021
124;0.19894726318420397;0.026181454636340924;0.113;0.08659985003749063;-0.046898025493626594;0.020
125;0.1921112221944514;0.026792051987003254;0.109;0.08174081479630091;-0.048172706823294185;0.017
126;0.18746763309172707;0.022434391402149468;0.105;0.07830317420644838;-0.0491777055736066;0.015
127;0.18404448887778055;0.017118470382404403;0.101;0.07676005998500374;-0.047827543114221445;0.014
128;0.18230142464383903;0.012658085478630345;0.097;0.0699952511872032;-0.04703874031492127;0.011
129;0.17927718070482376;0.009295426143464137;0.094;0.06192101974506374;-0.04951787053236692;0.006
130;0.1755466133466633;0.006094226443389154;0.091;0.05524718820294927;-0.05318295426143465;0.001
131;0.1690129967508123;0.0031682079480129972;0.086;0.04726168457885529;-0.056734316420894784;-0.005
132;0.15809972506873282;-0.0020564858785303668;0.078;0.04151037240689828;-0.06289277680579855;-0.011
133;0.14608522869282678;-0.008372156960759812;0.069;0.03902774306423395;-0.0666053486628343;-0.014
134;0.13321419645088728;-0.015376905773556616;0.059;0.03463059235191203;-0.06953861534616344;-0.017
135;0.1194336415896026;-0.022768807798050492;0.048;0.030892776805798553;-0.07294726318420394;-0.021
136;0.10771982004498876;-0.03002674331417146;0.039;0.028699825043739073;-0.0744301424643839;-0.023
137;0.09818270432391903;-0.03704498875281181;0.031;0.024849287678080485;-0.07822319420144964;-0.027
138;0.09282804298925268;-0.04366983254186454;0.025;0.025264183954011504;-0.08238840289927517;-0.029
139;0.09199200199950011;-0.04960109972506875;0.021;0.027406648337915528;-0.08261559610097474;-0.028
140;0.09471557110722319;-0.05373306673331669;0.020;0.0292806798300425;-0.0818140464883779;-0.026
141;0.10039365158710323;-0.05492726818295428;0.023;0.02894226443389154;-0.07974956260934765;-0.025
142;0.10574856285928519;-0.05359560109972508;0.026;0.026512621844538873;-0.07710747313171706;-0.025
143;0.10871007248187954;-0.050353661584603866;0.029;0.023014496375906027;-0.07837340664833792;-0.028
144;0.10971882029492627;-0.0463921519620095;0.032;0.020257685578605352;-0.08043839040239939;-0.030
145;0.10808997750562362;-0.0460354911272182;0.031;0.020884528867783057;-0.08206548362909273;-0.031
146;0.1035581104723819;-0.04691902024493877;0.028;0.021486628342914278;-0.08682504373906522;-0.033
147;0.10233466633341666;-0.04563234191452138;0.028;0.02384803799050238;-0.08894751312171956;-0.033
148;0.10090102474381406;-0.04638240439890028;0.027;0.02695001249687579;-0.08969557610597349;-0.031
149;0.10167258185453637;-0.04547063234191452;0.028;0.02661159710072483;-0.0915546113471632;-0.032
150;0.10451962009497626;-0.042720069982504376;0.031;0.0311954511372157;-0.08859110222444389;-0.029
151;0.1062474381404649;-0.044778055486128475;0.031;0.034704573856535866;-0.08516870782304423;-0.025
152;0.10926793301674582;-0.04423244188952762;0.033;0.0356515871032242;-0.08001824543864033;-0.022
153;0.11199825043739067;-0.043568607848038;0.034;0.03853761559610098;-0.07345563609097726;-0.017
154;0.1149087728067983;-0.045755061234691335;0.035;0.03555061234691328;-0.06953011747063234;-0.017
155;0.11758735316170958;-0.04590127468132967;0.036;0.03171932016995752;-0.06771032241939515;-0.018
156;0.11672981754561361;-0.04712696825793552;0.035;0.02830042489377656;-0.06866558360409897;-0.020
157;0.11335666083479132;-0.05105448637840541;0.031;0.02306073481629593;-0.07118420394901274;-0.024
158;0.11096575856035992;-0.05524468882779306;0.028;0.020171207198200453;-0.07376305923519119;-0.027
159;0.10930217445638592;-0.05878980254936266;0.025;0.015862784303924023;-0.07724168957760559;-0.031
160;0.111528367908023;-0.0617298175456136;0.025;0.012222194451387156;-0.08211797050737316;-0.035
161;0.11775306173456637;-0.06071457135716071;0.029;0.010769557610597355;-0.08877130717320669;-0.039
162;0.12461534616345914;-0.05830042489377657;0.033;0.012603349162709325;-0.09368182954261435;-0.041
163;0.13284478880279932;-0.052000249937515626;0.040;0.019503374156460886;-0.09598725318670333;-0.038
164;0.14404723819045237;-0.04155936015996002;0.051;0.029898025493626596;-0.09477505623594103;-0.032
165;0.15443739065233691;-0.028655336165958514;0.063;0.040718820294926274;-0.08938640339915022;-0.024
166;0.16440439890027492;-0.015521369657585606;0.074;0.04960584853786554;-0.08369507623094227;-0.017
167;0.17179805048737815;-0.005621094726318421;0.083;0.05676905773556612;-0.07874806298425392;-0.011
168;0.17477280679830043;-0.0008420394901274678;0.087;0.06241339665083729;-0.07271107223194201;-0.005
169;0.17461184703824045;0.0003389152711822042;0.087;0.06540739815046238;-0.06842614346413396;-0.002
170;0.17285428642839287;0.0005103724068982759;0.087;0.06804048987753063;-0.06411047238190452;0.002
171;0.17178180454886277;0.00047463134216445935;0.086;0.0669065233691577;-0.06128642839290178;0.003
172;0.16818495376155962;-0.004249187703074232;0.082;0.06362134466383405;-0.06205348662834292;0.001
173;0.1685453636590852;-0.008114471382154466;0.080;0.06119445138715322;-0.0645508622844289;-0.002
174;0.17111747063234192;-0.006763559110222447;0.082;0.058057735566108486;-0.06777230692326917;-0.005
175;0.1723521619595101;-0.007506873281679584;0.082;0.05977255686078481;-0.06890352411897026;-0.005
176;0.176272431892027;-0.0047503124218945285;0.086;0.0608412896775806;-0.06720719820044989;-0.003
177;0.18066408397900524;-0.0002824293926518371;0.090;0.06022444388902775;-0.06494651337165709;-0.002
178;0.18399375156210948;-0.00019595101224693823;0.092;0.060854536365908526;-0.06163809047738066;-0.000
179;0.18836515871032242;0.00013621594601349678;0.094;0.05818370407398152;-0.06020569857535617;-0.001
180;0.1937063234191452;-0.001686828292926768;0.096;0.057099725068732836;-0.062478380404898774;-0.003
181;0.19562384403899022;-0.004686328417895527;0.095;0.06002674331417147;-0.06115821044738816;-0.001
182;0.1946588352911772;-0.006022494376405899;0.094;0.059808797800549866;-0.06119920019995001;-0.001
183;0.19244138965258686;-0.004983254186453387;0.094;0.05985453636590854;-0.0614526368407898;-0.001
184;0.1888355411147213;-0.002410147463134217;0.093;0.059361159710072484;-0.060361409647588106;-0.001
185;0.18380679830042487;-0.0008785303674081478;0.091;0.05458210447388154;-0.06160484878780305;-0.004
186;0.17724593851537115;-0.0028680329917520624;0.087;0.05127493126718321;-0.06437765558610346;-0.007
187;0.17195401149712572;-0.010516870782304429;0.081;0.0502831792051987;-0.06919395151212197;-0.009
188;0.16911097225693575;-0.01677730567358161;0.076;0.05190152461884529;-0.07298550362409398;-0.011
189;0.17019070232441888;-0.019903524118970263;0.075;0.05517195701074731;-0.07446088477880529;-0.010
190;0.17240364908772807;-0.01956060984753812;0.076;0.05861509622594351;-0.07506598350412397;-0.008
191;0.1724276430892277;-0.01921694576355911;0.077;0.06120269932516871;-0.07475506123469132;-0.007
192;0.17397300674831292;-0.018115471132216947;0.078;0.06251487128217945;-0.07404473881529618;-0.006
193;0.17505573606598349;-0.01848562859285179;0.078;0.06525018745313671;-0.07539915021244688;-0.005
194;0.1806138465383654;-0.019287678080479886;0.081;0.06916145963509122;-0.0751779555111222;-0.003
195;0.18545788552861786;-0.01646313421644589;0.084;0.07212496875781055;-0.07217620594851286;-0.000
196;0.18783954011497128;-0.01181679580104974;0.088;0.07530192451887027;-0.07249387653086728;0.001
197;0.19026118470382408;-0.006592851787053239;0.092;0.07801999500124969;-0.07023244188952762;0.004
198;0.19154186453386657;0.0002449387653086729;0.096;0.07900424893776554;-0.06978005498625343;0.005
199;0.19225168707823043;0.005897275681079731;0.099;0.07707573106723319;-0.07141164708822793;0.003
200;0.19355286178455386;0.00696975756060985;0.100;0.0779005248687828;-0.06945188702824293;0.004
201;0.19454311422144466;0.007525868532866785;0.101;0.07933441639590101;-0.06789052736815795;0.006
202;0.1953956510872282;0.007186203449137717;0.101;0.08001899525118719;-0.0632641839540115;0.008
203;0.1976690827293177;0.006157460634841291;0.102;0.08204098975256185;-0.05783454136465884;0.012
204;0.2001454636340915;0.0063174206448387915;0.103;0.07824943764058986;-0.05502024493876532;0.012
205;0.20151412146963263;0.005852286928267934;0.104;0.0743756560859785;-0.05528692826793303;0.010
206;0.20276080979755062;0.002097725568607848;0.102;0.07341114721319669;-0.059198200449887536;0.007
207;0.20537990502374406;0.0007760559860034991;0.103;0.07234566358410396;-0.06341189702574357;0.004
208;0.20392001999500126;0.0009135216195951018;0.102;0.07613096725818544;-0.06581479630092478;0.005
209;0.20290152461884528;-0.0012894276430892278;0.101;0.08117170707323168;-0.06420169957510623;0.008
210;0.20419845038740317;-0.0013301674581354664;0.101;0.07993126718320419;-0.06300000000000001;0.008
211;0.20285703574106476;-0.0029167708072981757;0.100;0.08126868282929266;-0.06286203449137716;0.009
212;0.20118420394901276;-0.0061002249437640595;0.098;0.082383904023994;-0.0625496125968508;0.010
213;0.1968577855536116;-0.009294426393401651;0.094;0.08270957260684828;-0.0630034991252187;0.010
214;0.18940189952511874;-0.016138715321169714;0.087;0.08763084228942764;-0.06125318670332417;0.013
215;0.1890377405648588;-0.019234441389652593;0.085;0.09171532116970757;-0.05736390902274433;0.017
216;0.19194126468382908;-0.019225693576605855;0.086;0.09091852036990752;-0.05497375656085981;0.018
217;0.19623119220194954;-0.019153961509622598;0.089;0.08864133966508372;-0.056160959760060004;0.016
218;0.20101999500124967;-0.014155711072231946;0.093;0.08506198450387402;-0.057178955261184716;0.014
219;0.19717545613596602;-0.013826543364158962;0.092;0.0777963009247688;-0.06003574106473383;0.009
220;0.19119720069982504;-0.0187938015496126;0.086;0.07145438640339916;-0.06401774556360909;0.004
221;0.18519570107473132;-0.021200699825043745;0.082;0.06455236190952263;-0.06925843539115221;-0.002
222;0.18191052236940766;-0.02502549362659336;0.078;0.06386803299175206;-0.07478180454886278;-0.005
223;0.18600849787553111;-0.025629842539365164;0.080;0.06991627093226693;-0.0771387153211697;-0.004
224;0.19626793301674583;-0.01952636840789803;0.088;0.07999325168707823;-0.0744456385903524;0.003
225;0.2136170957260685;-0.009337165708572858;0.102;0.09901749562609347;-0.06258185453636592;0.018
226;0.2370352411897026;0.008146213446638342;0.123;0.12029492626843288;-0.043536365908522875;0.038
227;0.26566908272931766;0.03159535116220945;0.149;0.14361684578855285;-0.019551862034491378;0.062
228;0.2937278180454886;0.054853286678330414;0.174;0.16415446138465384;0.0055091227193201685;0.085
229;0.31143539115221197;0.07516920769807549;0.193;0.17143189202699324;0.022002499375156213;0.097
230;0.31173531617095723;0.08381554611347164;0.198;0.1681434641339665;0.02605423644088978;0.097
231;0.29849637590602346;0.08099775056235942;0.190;0.15694301424643836;0.019738315421144712;0.088
232;0.2777043239190203;0.07131792051987003;0.175;0.1392606848287928;0.00628467883029243;0.073
233;0.2528995251187203;0.05454511372156961;0.154;0.12065533616595851;-0.010530867283179207;0.055
234;0.2320517370657336;0.03651837040739815;0.134;0.10353986503374157;-0.026685078730317426;0.038
235;0.21760184953761563;0.018508872781804554;0.118;0.08780479880029993;-0.04328992751812047;0.022
236;0.21067808047988007;0.005942264433891529;0.108;0.08319220194951261;-0.05491152211947014;0.014
237;0.2142569357660585;0.002698325418645339;0.108;0.09019120219945015;-0.057369157710572355;0.016
238;0.2302031992002;0.008457385653586605;0.119;0.1079062734316421;-0.05036265933516621;0.029
239;0.25812546863284186;0.025189202699325175;0.142;0.1351434641339665;-0.03308072981754561;0.051
240;0.28680654836290925;0.046257435641089736;0.167;0.15383929017745562;-0.013763059235191203;0.070
241;0.3075233691577106;0.06286053486628343;0.185;0.1612396900774806;-0.0008442889277680572;0.080
242;0.3169132716820795;0.07292826793301674;0.195;0.1588222944263934;0.00386528367908023;0.081
243;0.3129797550612347;0.07593301674581354;0.194;0.14816795801049737;0.0018637840539865043;0.075
244;0.29633616595851037;0.07001424643839041;0.183;0.13383079230192452;-0.005262934266433392;0.064
245;0.26951712071982004;0.057789052736815796;0.164;0.11913821544613847;-0.015262434391402152;0.052
246;0.2343399150212447;0.04036340914771308;0.137;0.10499100224943766;-0.025842789302674335;0.040
247;0.19681654586353411;0.021209197700574854;0.109;0.09268457885528618;-0.037465633591602106;0.028
248;0.16132116970757315;0.002067233191702073;0.082;0.08158610347413146;-0.04993376655836042;0.016
249;0.1319832541864534;-0.014431892026993255;0.059;0.07510072481879532;-0.05925318670332417;0.008
250;0.11503249187703074;-0.029374906273431648;0.043;0.07404698825293675;-0.06581554611347162;0.004
251;0.11113646588352913;-0.03923044238940266;0.036;0.07904273931517121;-0.06670657335666084;0.006
252;0.12161309672581855;-0.039960009997500635;0.041;0.08821269682579354;-0.061899025243689065;0.013
253;0.14854586353411647;-0.029442139465133726;0.060;0.10130417395651087;-0.05263184203949013;0.024
254;0.18732316920769806;-0.006854786303424144;0.090;0.11756735816045986;-0.03965383654086479;0.039
255;0.2296898275431142;0.024501124718820298;0.127;0.1340417395651087;-0.02576730817295676;0.054
256;0.2689300174956261;0.054841289677580604;0.162;0.15141664583854036;-0.012315671082229444;0.070
257;0.3008467883029243;0.07892551862034493;0.190;0.16735091227193202;0.004013496625843543;0.086
258;0.32196050987253194;0.09952411897025744;0.211;0.17746513371657086;0.016322169457635597;0.097
259;0.3317860534866284;0.11124393901524622;0.222;0.18446638340414895;0.024605598600349922;0.105
260;0.33712496875781056;0.1148150462384404;0.226;0.1863744063984004;0.02943189202699326;0.108
261;0.3392811797050737;0.11610397400649838;0.228;0.1852926768307923;0.02692301924518871;0.106
262;0.34329717570607354;0.11363159210197453;0.228;0.18736665833541616;0.024721069732566863;0.106
263;0.3578485378655336;0.11592501874531369;0.237;0.19217120719820044;0.026515621094726324;0.109
264;0.37573981504623843;0.12583804048987754;0.251;0.19714021494626344;0.030726068482879284;0.114
265;0.3916115971007248;0.134592351912022;0.263;0.20544513871532116;0.036684578855286185;0.121
266;0.40782204448887777;0.1432026993251687;0.276;0.21477480629842538;0.04449237690577357;0.130
267;0.4247643089227693;0.15135491127218192;0.288;0.22524893776555863;0.05374606348412898;0.139
268;0.44034816295926016;0.1594778805298675;0.300;0.23697525618595353;0.06000524868782805;0.148
269;0.4572929267683079;0.16832666833291673;0.313;0.24805573606598352;0.07015196200949762;0.159
270;0.4697015746063484;0.17562484378905271;0.323;0.2587733066733317;0.07958335416145963;0.169
271;0.4815743564108973;0.1849547613096726;0.333;0.27265533616595855;0.09178980254936267;0.182
272;0.4942761809547613;0.19440689827543112;0.344;0.2891447138215446;0.10583954011497125;0.197
273;0.5131067233191702;0.2106565858535366;0.362;0.3103729067733067;0.1267200699825044;0.219
274;0.5368400399900025;0.2395841039740065;0.388;0.3330637340664834;0.1511929517620595;0.242
275;0.556589102724319;0.28035216195951007;0.418;0.3554516370907273;0.17973981504623845;0.268
276;0.5693459135216196;0.3235238690327418;0.446;0.37486778305423646;0.20848887778055486;0.292
277;0.5763766558360409;0.34907498125468633;0.463;0.3904966258435391;0.23138315421144712;0.311
278;0.5767633091727067;0.3591124718820295;0.468;0.40938365408647837;0.2540272431892027;0.332
279;0.5774816295926019;0.3567808047988003;0.467;0.4273189202699325;0.27069957510622344;0.349
280;0.5820227443139214;0.36614571357160713;0.474;0.4482236940764808;0.2905598600349913;0.369
281;0.5864293926518369;0.38351162209447637;0.485;0.46499925018745314;0.3090782304423894;0.387
282;0.591314671332167;0.3971192201949512;0.494;0.47554386403399146;0.320511872031992;0.398
