Time,Combustion Chamber Pressure,Injector Needle Lift,1.1
(ms),(psi),(in)
25.640,466.1,-0.0003
25.660,583.3,-0.0002
25.680,629.2,-0.0003
25.700,586.3,-0.0003
25.720,618.5,-0.0002
25.740,744.5,-0.0002
25.760,785.5,-0.0003
25.780,713.2,-0.0003
25.800,672.2,-0.0003
25.820,657.6,-0.0003
25.840,618.5,-0.0003
25.860,571.6,-0.0002
25.880,546.2,-0.0002
25.900,509.1,-0.0003
25.920,446.6,-0.0003
25.940,426.1,-0.0002
25.960,493.5,-0.0002
25.980,593.1,-0.0001
26.000,600.9,-0.0002
26.020,559.9,-0.0001
26.040,617.5,-0.0001
26.060,744.5,-0.0001
26.080,752.3,-0.0001
26.100,684.9,-0.0002
26.120,674.2,-0.0002
26.140,675.1,-0.0002
26.160,628.3,-0.0002
26.180,579.4,-0.0002
26.200,551.1,-0.0001
26.220,500.3,-0.0001
26.240,439.8,-0.0001
26.260,432.9,-0.0001
26.280,493.5,-0.0001
26.300,558.9,-0.0001
26.320,560.9,-0.0001
26.340,558.9,-0.0001
26.360,644.9,0.0000
26.380,744.5,0.0000
26.400,723.0,0.0000
26.420,673.2,-0.0001
26.440,678.1,-0.0001
26.460,674.2,-0.0001
26.480,626.3,-0.0001
26.500,583.3,-0.0001
26.520,548.2,0.0000
26.540,492.5,0.0000
26.560,444.7,0.0000
26.580,453.5,0.0000
26.600,508.1,0.0000
26.620,539.4,0.0000
26.640,522.8,0.0000
26.660,542.3,0.0000
26.680,643.9,0.0000
26.700,718.1,0.0000
26.720,685.9,0.0000
26.740,669.3,0.0000
26.760,703.5,0.0000
26.780,688.8,-0.0001
26.800,629.2,-0.0001
26.820,592.1,-0.0001
26.840,555.0,-0.0001
26.860,495.4,-0.0001
26.880,452.5,-0.0001
26.900,458.3,-0.0001
26.920,490.6,-0.0001
26.940,503.3,-0.0001
26.960,504.2,-0.0001
26.980,555.0,-0.0001
27.000,652.7,-0.0001
27.020,691.7,-0.0001
27.040,656.6,-0.0001
27.060,663.4,-0.0001
27.080,703.5,-0.0001
27.100,683.9,-0.0002
27.120,635.1,-0.0003
27.140,603.8,-0.0002
27.160,558.9,-0.0002
27.180,503.3,-0.0002
27.200,473.0,-0.0002
27.220,479.8,-0.0001
27.240,491.5,-0.0002
27.260,476.9,-0.0002
27.280,474.9,-0.0002
27.300,537.4,-0.0002
27.320,629.2,-0.0002
27.340,654.6,-0.0003
27.360,638.0,-0.0003
27.380,674.2,-0.0003
27.400,717.1,-0.0003
27.420,688.8,-0.0003
27.440,643.9,-0.0003
27.460,614.6,-0.0003
27.480,566.7,-0.0003
27.500,515.0,-0.0003
27.520,488.6,-0.0003
27.540,483.7,-0.0003
27.560,474.0,-0.0003
27.580,455.4,-0.0003
27.600,470.1,-0.0003
27.620,545.3,-0.0003
27.640,618.5,-0.0002
27.660,620.4,-0.0003
27.680,609.7,-0.0003
27.700,658.5,-0.0002
27.720,708.3,-0.0002
27.740,687.8,-0.0003
27.760,655.6,-0.0003
27.780,631.2,-0.0003
27.800,584.3,-0.0003
27.820,534.5,-0.0003
27.840,510.1,-0.0003
27.860,502.3,-0.0002
27.880,477.9,-0.0002
27.900,442.7,-0.0002
27.920,444.7,-0.0002
27.940,510.1,-0.0001
27.960,586.3,-0.0001
27.980,599.9,-0.0002
28.000,596.0,-0.0002
28.020,649.7,-0.0002
28.040,707.4,-0.0002
28.060,692.7,-0.0002
28.080,653.6,-0.0002
28.100,633.1,-0.0002
28.120,604.8,-0.0001
28.140,559.9,-0.0001
28.160,525.7,-0.0001
28.180,504.2,-0.0001
28.200,474.9,-0.0001
28.220,444.7,-0.0001
28.240,448.6,-0.0001
28.260,502.3,-0.0001
28.280,559.9,0.0000
28.300,566.7,-0.0001
28.320,564.8,-0.0001
28.340,618.5,0.0000
28.360,688.8,0.0000
28.380,690.8,0.0000
28.400,662.4,0.0000
28.420,650.7,0.0000
28.440,623.4,0.0000
28.460,579.4,0.0000
28.480,551.1,0.0000
28.500,529.6,0.0000
28.520,488.6,0.0000
28.540,442.7,0.0000
28.560,432.9,0.0000
28.580,470.1,0.0000
28.600,524.7,0.0000
28.620,548.2,0.0000
28.640,554.0,0.0000
28.660,598.0,0.0000
28.680,664.4,0.0000
28.700,676.1,-0.0001
28.720,653.6,-0.0001
28.740,649.7,-0.0001
28.760,643.9,-0.0001
28.780,605.8,0.0000
28.800,567.7,0.0000
28.820,541.3,0.0000
28.840,505.2,-0.0001
28.860,461.3,-0.0001
28.880,444.7,-0.0001
28.900,468.1,-0.0001
28.920,500.3,-0.0001
28.940,508.1,-0.0001
28.960,510.1,-0.0001
28.980,559.9,-0.0001
29.000,639.0,-0.0001
29.020,666.3,-0.0001
29.040,648.8,-0.0002
29.060,651.7,-0.0001
29.080,656.6,-0.0002
29.100,628.3,-0.0002
29.120,592.1,-0.0002
29.140,566.7,-0.0002
29.160,528.6,-0.0002
29.180,477.9,-0.0002
29.200,444.7,-0.0002
29.220,449.5,-0.0002
29.240,478.8,-0.0002
29.260,498.4,-0.0002
29.280,504.2,-0.0003
29.300,529.6,-0.0003
29.320,592.1,-0.0003
29.340,640.0,-0.0003
29.360,637.0,-0.0003
29.380,636.1,-0.0003
29.400,658.5,-0.0003
29.420,655.6,-0.0003
29.440,615.6,-0.0003
29.460,579.4,-0.0003
29.480,551.1,-0.0003
29.500,513.0,-0.0003
29.520,475.9,-0.0003
29.540,463.2,-0.0003
29.560,467.1,-0.0003
29.580,466.1,-0.0003
29.600,465.2,-0.0003
29.620,495.4,-0.0003
29.640,561.9,-0.0003
29.660,615.6,-0.0003
29.680,622.4,-0.0003
29.700,621.4,-0.0003
29.720,647.8,-0.0002
29.740,663.4,-0.0002
29.760,641.0,-0.0002
29.780,606.8,-0.0002
29.800,574.5,-0.0002
29.820,535.5,-0.0002
29.840,494.5,-0.0002
29.860,471.0,-0.0002
29.880,470.1,-0.0002
29.900,471.0,-0.0002
29.920,465.2,-0.0003
29.940,472.0,-0.0002
29.960,512.0,-0.0002
29.980,568.7,-0.0002
