timestamp,Driver Square Filtred Current, Wiring Square Filtred Current, Switches Square Filtred Current
46574,0.674701,0.014621,0.0146568
46685,0.628364,0.0144571,0.0144571
46748,0.628364,0.014469,0.0147492
46780,0.628364,0.0144958,0.0146866
46906,0.628364,0.0146061,0.0147849
46984,0.628364,0.0144511,0.0139385
47000,0.628364,0.014475,0.0139296
47032,0.628364,0.0143677,0.0140339
47062,None,None,0.0137955
47063,0.628364,0.0143439,None
47094,0.583461,0.0143051,0.0136912
47173,0.583461,0.0144035,0.0144303
47203,None,0.0143677,0.0142753
47204,0.583461,None,None
47235,0.583461,0.0144213,0.0144422
47410,0.583461,0.0143588,0.0142574
47441,None,0.0143886,0.0140876
47442,0.583461,None,None
47473,0.583461,0.0143945,0.0139594
47505,0.583461,0.0143349,0.0138849
47543,0.583461,0.0143588,0.0139296
47601,0.538257,0.0143528,0.0142038
47633,0.538257,0.0143945,0.0145286
47775,0.538257,0.0142694,0.014168
47823,0.538257,0.0142127,0.013864
47854,None,None,0.0135601
47855,0.538257,0.0141412,None
47887,0.538257,0.0140995,0.0134736
47919,0.538257,0.0141233,0.0134587
47998,0.538257,0.0141233,0.0137836
48094,0.492355,0.0142723,0.0146061
48254,0.492355,0.0143707,0.0154018
48300,None,None,0.0152111
48301,0.492355,0.0143528,None
48332,0.492355,0.0144571,0.0156313
48428,0.492355,0.0145584,0.0153035
48459,None,None,0.0149757
48460,0.492355,0.0145614,None
48616,0.444579,0.0147104,0.0151873
48711,0.444579,0.0146359,0.0145912
48790,None,0.0147671,0.0143021
48791,0.444579,None,None
48822,0.444579,0.0147581,0.0144571
48839,0.444579,0.0147879,0.014329
48870,None,None,0.014329
48871,0.444579,0.0148088,None
48901,0.444579,0.0148445,0.0142664
48932,None,None,0.0141859
48933,0.444579,0.0148475,None
49012,0.444579,0.0148743,0.0143141
49043,0.444579,0.0148028,0.0140071
49075,0.444579,0.0147104,0.0136793
49091,0.396779,0.0147313,0.0139922
49123,0.396779,0.0146657,0.0141501
49202,0.396779,0.0146061,0.0135958
49233,0.396779,0.0145584,0.0139832
49264,0.396779,0.0145227,0.0146657
49312,0.396779,0.0145316,0.0146151
49344,0.396779,0.0144958,0.0147194
49504,0.396779,0.0143856,0.0140786
49535,None,None,0.0139475
49536,0.396779,0.0143677,None
49599,0.349933,0.01432,0.0143528
49631,0.349933,0.0143558,0.0141382
49758,None,None,0.014624
49759,0.349933,0.0143558,None
49836,None,None,0.01463
49837,0.349933,0.0143826,None
49867,None,0.0143796,0.0144273
49868,0.349933,None,None
49899,0.349933,0.0143826,0.0142813
49915,None,None,0.014177
49916,0.349933,0.014323,None
49947,0.349933,0.0142992,0.0142306
50026,0.349933,0.0143945,0.0140786
50057,None,None,0.0144213
50058,0.349933,0.014469,None
50073,None,0.0145167,0.0145555
50074,0.349933,None,None
50105,0.304204,0.0145078,0.0148535
50137,0.304204,0.0145406,0.0152647
50169,None,None,0.0152886
50170,0.304204,0.014621,None
50249,0.304204,0.0145763,0.0147998
50297,0.304204,0.0146002,0.0151008
50329,0.304204,0.014621,0.0150412
50376,0.304204,0.0146657,0.0148863
50454,0.304204,0.0146508,0.0151545
50486,0.304204,0.0146866,0.0147283
50518,0.304204,0.0147462,0.0145376
50660,0.256845,0.0145704,0.013864
50676,0.256845,0.0145376,0.0139773
50708,0.256845,0.0145584,0.0138283
50740,0.256845,0.0146925,0.0143141
50772,0.256845,0.0145853,0.0141859
50835,0.256845,0.0145555,0.0145942
50881,None,None,0.0146747
50882,0.256845,0.0145823,None
51184,0.161514,0.0144452,0.0144094
51264,0.161514,0.0145137,0.014478
51310,0.161514,0.0143856,0.0147015
51342,0.161514,0.0144035,0.0147939
51500,0.161514,0.0143915,0.0144064
51532,0.161514,0.0143826,0.0143886
51563,0.161514,0.0144213,0.0143945
51707,0.0357836,0.0143439,0.0136435
51755,0.0357836,0.014323,0.0138402
51786,None,0.0143021,0.0137955
51787,0.0357836,None,None
51848,None,0.0142395,0.0140756
51849,0.0357836,None,None
51880,0.0357836,0.0142455,0.0139803
51912,0.0357836,0.014165,0.0139266
51945,0.0357836,0.014177,0.0133842
51976,0.0357836,0.0142485,0.0136524
52056,0.0357836,0.014329,0.0144988
52103,0.0143886,0.01432,0.0149041
52135,0.0143886,0.0144273,0.0154197
52277,0.0143886,0.0144273,0.0148714
52309,0.0143886,0.0143379,0.0149429
52341,0.0143886,0.0143439,0.0145078
52373,0.0143886,0.0143319,0.0142485
52453,0.0143886,0.0142813,0.0139862
52499,0.0143886,0.0141829,0.0138313
52674,0.0143945,0.0142872,0.0139862
52706,0.0143945,0.0143588,0.0143588
52738,0.0143945,0.0143319,0.0145793
52769,0.0143945,0.0143558,0.0144601
52801,0.0143945,0.0144988,0.0149906
52839,0.0143945,0.014478,0.014776
52897,0.0143945,0.0145674,0.0150055
52929,0.0143945,0.0145674,0.0145108
52961,0.0143945,0.0145495,0.0143766
52993,0.0143945,0.0145912,0.0143647
53025,0.0143945,0.0145823,0.0147581
53104,None,0.0145614,0.0147223
53105,0.0144303,None,None
53152,0.0144303,0.0145227,0.0150472
53184,0.0144303,0.0145286,0.0150591
53216,0.0144303,0.0145376,0.0151336
53294,None,None,0.0150472
53295,0.0144303,0.0145942,None
53342,0.0144303,0.0145942,0.0150263
53435,None,None,0.0140697
53436,0.0144303,0.0146002,None
53578,0.0144303,0.0145763,0.0137419
53594,0.0144422,0.0145823,0.0138283
53626,0.0144422,0.014621,0.0139445
53705,None,0.0147045,0.0148922
53706,0.0144422,None,None
53737,0.0144422,0.0147641,0.0150979
53769,0.0144422,0.0147432,0.0151753
53801,0.0144422,0.0146776,0.0152349
53833,0.0144422,0.0147074,0.0152975
53943,0.0144422,0.0148177,0.0150681
53975,0.0144422,0.0148505,0.014919
54007,0.0144422,0.0148326,0.0153244
54039,0.0144422,0.0148326,0.0153452
54117,None,0.0147909,0.0149041
54118,0.0144899,None,None
54148,0.0144899,0.0147015,0.0145376
54180,0.0144899,0.0147074,0.0144869
54196,0.0144899,0.0146717,0.014475
54227,None,None,0.0143379
54228,0.0144899,0.0146449,None
54307,None,0.0147164,0.0146896
54308,0.0144899,None,None
54355,0.0144899,0.0146955,0.0147611
54403,0.0144899,0.0145525,0.0141442
54435,0.0144899,0.0146389,0.0141233
54515,0.0144899,0.0146925,0.0139028
54546,None,None,0.0137269
54547,0.0144899,0.0146151,None
54578,None,None,0.0135183
54579,0.0144899,0.0146121,None
54610,None,0.0146627,0.0143319
54611,0.0144869,None,None
54641,0.0144869,0.0146449,0.0142336
54816,0.0144869,0.0144929,0.0142962
54848,0.0144869,0.0145495,0.0145644
54926,None,None,0.0148892
54927,0.0144869,0.0144333,None
54974,0.0144869,0.0143528,0.0141442
55007,0.0144869,0.0143141,0.0144213
55022,0.0144869,0.0142694,0.0137389
55054,0.0144869,0.0142366,0.0138789
55134,0.0144929,0.0142843,0.0142545
55150,0.0144929,0.0143617,0.0143379
55182,0.0144929,0.0143409,0.0146031
55214,0.0144929,0.0144124,0.0149131
55246,0.0144929,0.014323,0.014928
55310,0.0144929,0.0143409,0.0150234
55357,None,None,0.0147343
55358,0.0144929,0.0143558,None
55405,0.0144929,0.0143975,0.0142872
55547,0.0144929,0.0144601,0.0141531
55578,0.0144929,0.0145018,0.014472
55609,0.0144899,0.0144303,0.0147641
55657,0.0144899,0.0144541,0.0146657
55832,0.0144899,0.0144631,0.0148505
55880,0.0144899,0.0145197,0.0146359
55959,None,0.0146419,0.0147223
55960,0.0144899,None,None
55975,None,0.0146478,0.0148207
55976,0.0144899,None,None
56007,0.0144899,0.0146598,0.014928
56039,0.0144899,0.0147641,0.0153065
56070,0.0144899,0.0147283,0.0153929
56148,0.0144929,0.0148118,0.0151962
56179,0.0144929,0.0148684,0.0153959
56211,0.0144929,0.0148565,0.0156939
56241,None,0.0148743,0.0155002
56242,0.0144929,None,None
56273,None,0.0147998,0.0153929
56274,0.0144929,None,None
56309,None,None,0.0150055
56310,0.0144929,0.0147521,None
56381,0.0144929,0.0148058,0.0144094
56540,None,None,0.0149965
56541,0.0144929,0.0148922,None
56572,None,0.014928,0.0148833
56573,0.0144929,None,None
56604,0.0145257,0.0149429,0.0154495
56636,0.0145257,0.0149727,0.0152439
56668,0.0145257,0.0148892,0.0149906
56732,0.0145257,0.0148684,0.0145823
56764,0.0145257,0.0148207,0.014478
56796,0.0145257,0.0148445,0.0144035
56828,0.0145257,0.0148714,0.0141591
56860,0.0145257,0.0148654,0.0142634
56892,0.0145257,0.0148445,0.0145316
57035,0.0145257,0.0147492,0.0146091
57083,0.0145257,0.0148058,0.0148684
57161,0.0145435,0.0147194,0.0151515
57192,None,0.0145972,0.014472
57193,0.0145435,None,None
57224,0.0145435,0.0144839,0.0144452
57256,0.0145435,0.014472,0.0142276
57479,0.0145435,0.0144541,0.0143975
57557,None,None,0.0146657
57558,0.0145435,0.0143975,None
57589,None,0.0143319,0.0144571
57590,0.0145435,None,None
57621,None,None,0.0143319
57622,0.0145257,0.0143111,None
57653,None,0.0142872,0.0139326
57654,0.0145257,None,None
57685,None,0.0142992,0.014165
57686,0.0145257,None,None
57717,0.0145257,0.0143766,0.0142634
57796,None,None,0.0138283
57797,0.0145257,0.0142157,None
57813,0.0145257,0.0142485,0.0138462
57845,0.0145257,0.014329,0.0144541
57876,None,None,0.0143319
57877,0.0145257,0.0142515,None
57908,0.0145257,0.0141829,0.0137627
57987,0.0145257,0.0141531,0.0140786
58019,0.0145257,0.0140965,0.013724
58049,0.0145257,0.0141531,0.0139564
58081,0.0145257,0.0141233,0.0143349
58208,None,None,0.0151902
58209,0.0145346,0.0142545,None
58256,0.0145346,0.0142455,0.014773
58288,0.0145346,0.0142634,0.0142962
58320,0.0145346,0.0143021,0.0139683
58382,0.0145346,0.014317,0.014019
58430,0.0145346,0.0143141,0.0145584
58477,0.0145346,0.0144094,0.0150084
58509,0.0145346,0.0143528,0.0149339
58545,0.0145346,0.0144124,0.0152171
58604,None,None,0.0148177
58605,0.0144958,0.0143677,None
58636,0.0144958,0.0144303,0.0146568
58732,0.0144958,0.0143975,0.0143945
59002,None,0.0144869,0.0138551
59003,0.0144958,None,None
59035,0.0144958,0.0145823,0.0140965
59066,0.0144958,0.0145853,0.0147104
59098,None,None,0.0145227
59099,0.0145108,0.0144452,None
59130,None,0.0144362,0.0149369
59131,0.0145108,None,None
59194,0.0145108,0.0144988,0.0152856
59241,0.0145108,0.0145525,0.0146687
59273,0.0145108,0.0145227,0.0143915
59289,0.0145108,0.0145346,0.0143737
59337,0.0145108,0.0144511,0.0139713
59432,0.0145108,0.0144482,0.0137806
59527,0.0145108,0.0143796,0.0146031
59606,None,None,0.0140011
59607,0.0144929,0.0143439,None
59638,None,None,0.014326
59639,0.0144929,0.0143856,None
59670,None,0.0143707,0.0147283
59671,0.0144929,None,None
59702,0.0144929,0.0144392,0.0142485
59734,0.0144929,0.0144303,0.0144392
59797,0.0144929,0.0142962,0.0146091
59829,0.0144929,0.0143111,0.0142902
59861,0.0144929,0.0143617,0.0141561
59893,0.0144929,0.0144005,0.0142127
59925,0.0144929,0.0144184,0.0141948
59956,None,0.014478,0.0140727
59957,0.0144929,None,None
60036,0.0144929,0.0144064,0.0146925
60148,0.0145018,0.0143588,0.0145972
60195,0.0145018,0.0143796,0.0143915
60242,0.0145018,0.0144094,0.0146866
60274,0.0145018,0.014466,0.0148416
60448,None,0.0146031,0.0147849
60449,0.0145018,None,None
60751,0.0145048,0.0146061,0.0144392
60783,0.0145048,0.0147909,0.0149846
60862,None,0.0147372,0.0149101
60863,0.0145048,None,None
60878,0.0145048,0.0147432,0.0151783
60909,None,0.01477,0.0150114
60910,0.0145048,None,None
60941,0.0145048,0.0147223,0.0145614
61052,0.0145048,0.0145793,0.0143379
61100,None,None,0.0140846
61101,0.0145137,0.0146747,None
61200,0.0145137,0.0146657,0.0146955
61243,0.0145137,0.014621,0.0146627
61290,0.0145137,0.014472,0.0144184
61337,0.0145137,0.0145644,0.0142574
61433,0.0145137,0.0146627,0.0147045
61465,0.0145137,0.0145793,0.014925
61513,0.0145137,0.01463,0.0152528
61544,0.0145137,0.0146657,0.0152916
61575,0.0145137,0.0146985,0.0151664
61654,None,0.0147462,0.0151187
61655,0.0145346,None,None
61686,None,0.0146836,0.0149459
61687,0.0145346,None,None
61717,0.0145346,0.0146627,0.0144422
61749,0.0145346,0.014618,0.014323
61796,0.0145346,0.0145197,0.0141174
61876,0.0145346,0.0145316,0.0143856
61892,0.0145346,0.014469,0.0144422
61924,0.0145346,0.0145286,0.0139356
61956,0.0145346,0.0145465,0.0142455
61986,0.0145346,0.0145853,0.0143975
62049,0.0145346,0.0146151,0.0141799
62080,None,None,0.014177
62081,0.0145346,0.0145346,None
62112,0.0145406,0.0145346,0.0140786
62144,0.0145406,0.0144213,0.0139713
62176,0.0145406,0.0144869,0.0140488
62208,0.0145406,0.0143945,0.0136137
62287,None,0.0145078,0.013867
62288,0.0145406,None,None
62319,0.0145406,0.0144184,0.014174
62351,0.0145406,0.0144184,0.0140578
62493,0.0145406,0.0144303,0.0150353
62525,0.0145406,0.0143737,0.0150055
62557,0.0145406,0.014329,0.0149369
62589,0.0145406,0.0143409,0.0148624
62652,None,0.0143707,0.0144005
62653,0.0145435,None,None
62684,0.0145435,0.0144005,0.0147909
62716,0.0145435,0.0144452,0.0147283
62876,0.0145435,0.0147104,0.0159383
62906,None,None,0.0157326
62907,0.0145435,0.0147134,None
62938,None,None,0.0157654
62939,0.0145435,0.01477,None
62970,None,0.0147372,0.015384
62971,0.0145435,None,None
63114,0.0145733,0.0148386,0.0148743
63161,None,None,0.0149459
63162,0.0145733,0.0149339,None
63193,0.0145733,0.0149906,0.01508
63225,None,0.0150025,0.0149488
63226,0.0145733,None,None
63304,0.0145733,0.0149548,0.014472
63335,0.0145733,0.0149548,0.0145465
63367,None,0.015071,0.0146329
63368,0.0145733,None,None
63399,0.0145733,0.0149727,0.0143915
63479,0.0145733,0.0148267,0.0142336
63511,0.0145733,0.0148565,0.0142932
63543,0.0145733,0.0148594,0.0145465
63575,0.0145733,0.0148952,0.0143349
63606,None,None,0.0141263
63607,0.0145704,0.0148445,None
63764,0.0145704,0.0146538,0.0136167
63795,None,None,0.013864
63796,0.0145704,0.0145823,None
63828,0.0145704,0.0145674,0.0141561
63907,0.0145704,0.0144809,0.0147641
63923,0.0145704,0.0144929,0.0147611
64099,0.0145316,0.0144511,0.0149041
64130,None,None,0.0142395
64131,0.0145316,0.0144571,None
64146,0.0145316,0.0144392,0.0144482
64178,0.0145316,0.0143677,0.0141382
64208,0.0145316,0.0143409,0.0138998
64240,0.0145316,0.0142783,0.0136137
64334,0.0145316,0.0142753,0.0137478
64366,0.0145316,0.0142217,0.0139385
64414,0.0145316,0.0142604,0.0140131
64493,0.0145316,0.014317,0.0148714
64540,0.0145316,0.0143945,0.0150532
64572,0.0145316,0.0143498,0.0149161
64587,None,None,0.0147432
64588,0.0145316,0.0143558,None
64619,None,None,0.0147432
64620,0.0145435,0.0143886,None
64651,None,0.0144064,0.0144869
64652,0.0145435,None,None
64827,0.0145435,0.0144869,0.0145525
64906,None,None,0.0143826
64907,0.0145435,0.0144184,None
64953,None,0.0144094,0.0143439
64954,0.0145435,None,None
64985,0.0145435,0.0143498,0.0142634
65128,0.0145614,0.0144899,0.0151455
65175,0.0145614,0.0145137,0.015229
65206,0.0145614,0.0146449,0.0151306
65237,0.0145614,0.0146776,0.0147402
65268,0.0145614,0.0147581,0.0148267
65362,0.0145614,0.0147939,0.0153214
65408,None,None,0.0148654
65409,0.0145614,0.0148028,None
65455,0.0145614,0.0147432,0.0149965
65518,0.0145614,0.0147045,0.0145376
13,0.0145614,0.0146687,0.0145197
29,0.0145614,0.0146866,0.0143677
61,0.0145644,0.0146031,0.0139624
93,0.0145644,0.0146866,0.0141621
125,0.0145644,0.0146627,0.014317
204,0.0145644,0.0145674,0.0138551
332,0.0145644,0.0146508,0.0143856
412,0.0145644,0.0146538,0.0145584
444,0.0145644,0.0147074,0.0146747
475,None,None,0.0145972
476,0.0145644,0.0146508,None
507,None,0.0145376,0.0142455
508,0.0145644,None,None
539,0.0145644,0.0145346,0.0144482
619,0.0145495,0.0146359,0.014922
650,0.0145495,0.0145555,0.0145376
682,0.0145495,0.0146568,0.0151396
698,0.0145495,0.0146687,0.0156283
730,0.0145495,0.0146985,0.015533
809,None,None,0.0156999
810,0.0145495,0.0146955,None
857,0.0145495,0.0147343,0.015682
904,0.0145495,0.0147194,0.0150084
953,0.0145495,0.0146657,0.0141531
1032,0.0145495,0.0147372,0.0140727
1047,0.0145495,0.0147283,0.0141114
1093,0.0145465,0.014782,0.0142515
1125,0.0145465,0.0147492,0.0144929
1251,0.0145465,0.0147998,0.0148565
1282,None,None,0.0148296
1283,0.0145465,0.0148147,None
1298,None,None,0.01477
1299,0.0145465,0.014782,None
1330,0.0145465,0.0148505,0.0148296
1490,0.0145465,0.0148207,0.0142902
1522,0.0145465,0.0147969,0.0142753
1554,0.0145465,0.0147015,0.0143528
1633,0.0145406,0.0147253,0.0147492
1664,0.0145406,0.0147372,0.0148624
1696,0.0145406,0.0146061,0.014469
1728,0.0145406,0.0145614,0.0141352
1759,0.0145406,0.0145465,0.0148535
1854,0.0145406,0.0145346,0.014925
1901,0.0145406,0.0145525,0.0148505
1948,0.0145406,0.014618,0.0147998
2027,0.0145406,0.014627,0.0152141
2059,0.0145793,0.0146806,0.0145853
2091,0.0145793,0.0145674,0.014469
2250,0.0145793,0.0147134,0.0148445
2282,0.0145793,0.0146866,0.0152886
2314,0.0145793,0.0147015,0.0154495
2346,0.0145793,0.0146151,0.0148058
2377,0.0145793,0.0147521,0.0151217
2552,0.0145793,0.0146896,0.0145406
2631,None,0.0146598,0.0144333
2632,0.0145942,None,None
2663,0.0145942,0.0146657,0.0149429
2838,0.0145942,0.0148237,0.0153601
2902,0.0145942,0.0147253,0.0146538
3001,0.0145942,0.0146955,0.0140071
3059,0.0145942,0.0145167,0.0140816
3075,0.0145942,0.0145793,0.0142038
3106,0.0145942,0.0146896,0.0140876
3138,0.0145942,0.0146151,0.0141591
3170,0.0145942,0.0146925,0.0142932
3249,0.0145942,0.0144929,0.0146449
3281,0.0145942,0.0145376,0.0148445
3313,0.0145942,0.0145286,0.0148594
3345,0.0145942,0.0146508,0.0150323
3377,0.0145942,0.0146061,0.0150114
3456,None,None,0.0147223
3457,0.0145942,0.0145912,None
3505,0.0145942,0.0146449,0.0146061
3536,0.0145942,0.0146329,0.0146925
3742,0.0146121,0.0145972,0.0149488
3790,0.0146121,0.0145137,0.0145912
3885,None,None,0.0151545
3886,0.0146121,0.0147313,None
3933,0.0146121,0.0148118,0.0155598
3965,0.0146121,0.0148535,0.015837
3997,0.0146121,0.0148177,0.0158817
4077,0.0146687,0.0149757,0.0155479
4092,None,None,0.015372
4093,0.0146687,0.0149876,None
4124,None,0.0150055,0.0153273
4125,0.0146687,None,None
4156,0.0146687,0.0150412,0.0151873
4188,0.0146687,0.0150055,0.0148386
4266,0.0146687,0.0149339,0.0143856
4298,0.0146687,0.0148475,0.0141263
4329,0.0146687,0.0148594,0.0141799
4361,0.0146687,0.0148833,0.014019
4393,0.0146687,0.0148535,0.014621
4456,0.0146687,0.0150561,0.0152886
4488,0.0146687,0.0150263,0.0154972
4504,0.0146687,0.0150561,0.0155479
4535,None,None,0.0154614
4536,0.0146687,0.0150532,None
4567,None,0.0150472,0.0152856
4568,0.0146717,None,None
4600,0.0146717,0.0149578,0.0149995
4677,0.0146717,0.0148952,0.0141591
4709,None,0.0149012,0.0137359
4710,0.0146717,None,None
4725,None,0.0149071,0.0139952
4726,0.0146717,None,None
4963,0.0146717,0.014779,0.0148892
4994,None,0.0148416,0.0150919
4995,0.0146717,None,None
5184,0.0146717,0.0147611,0.01477
5216,0.0146717,0.0147969,0.0151396
5280,0.0146717,0.0148743,0.0145972
5311,0.0146717,0.0149161,0.0148356
5343,None,0.0149578,0.0151306
5344,0.0146717,None,None
5375,0.0146717,0.0149906,0.0153929
5407,0.0146717,0.0149906,0.0155449
5439,0.0146717,0.0149608,0.0154406
5518,None,0.0148743,0.0156194
5519,0.0146717,None,None
5534,0.0146717,0.014928,0.0154138
5739,0.0147045,0.0150084,0.0144452
5755,0.0147045,0.0150919,0.0148565
5787,0.0147045,0.0150293,0.0148475
5834,0.0147045,0.0151128,0.0150144
6101,0.0147223,0.0152081,0.0150919
6132,0.0147223,0.0151753,0.0147521
6163,0.0147223,0.0151813,0.0146508
6195,0.0147223,0.0151336,0.0149697
6227,0.0147223,0.0151128,0.0143319
6258,None,None,0.0148118
6259,0.0147223,0.0151753,None
6337,None,0.0149965,0.0142753
6338,0.0147223,None,None
6368,None,0.0149161,0.0140727
6369,0.0147223,None,None
6400,0.0147223,0.0148863,0.0142127
6416,0.0147223,0.0148982,0.014168
6448,0.0147223,0.0148922,0.0140697
6527,0.0147223,0.0148624,0.0147849
6558,0.0147432,0.0149846,0.0152707
6588,None,None,0.0150025
6589,0.0147432,0.0149816,None
6620,None,None,0.0150383
6621,0.0147432,0.014928,None
6764,0.0147432,0.0149637,0.0149071
6796,0.0147432,0.014931,0.0149727
6843,0.0147432,0.0150204,0.0151366
6971,0.0147432,0.0147104,0.0148743
7003,0.0147432,0.0147671,0.0148594
7018,0.0147432,0.0147164,0.0147194
7050,0.0147432,0.0147283,0.0145435
7130,0.0147641,0.0146627,0.0141144
7162,0.0147641,0.0146657,0.0143766
7178,0.0147641,0.0146568,0.0145286
7210,0.0147641,0.0147104,0.0145406
7242,0.0147641,0.0148386,0.0148118
7273,0.0147641,0.0148505,0.0152588
7351,None,0.0150234,0.0155389
7352,0.0147641,None,None
7383,None,0.0149399,0.0154942
7384,0.0147641,None,None
7415,0.0147641,0.0149339,0.0153601
7431,0.0147641,0.0149935,0.0153214
7575,0.0147492,0.0149548,0.0148684
7607,0.0147492,0.0150144,0.0154495
7639,0.0147492,0.0150055,0.0152439
7671,0.0147492,0.0150889,0.0153989
7733,0.0147492,0.015074,0.0155389
7828,None,0.0150621,0.0150204
7829,0.0147492,None,None
7971,0.0147492,0.0151366,0.0154167
8002,0.0147492,0.0151634,0.0154823
8018,0.0147492,0.0152111,0.0155419
8129,0.0147969,0.0154048,0.0154585
8161,0.0147969,0.0154465,0.0158846
8208,None,None,0.015986
8209,0.0147969,0.0154763,None
8240,0.0147969,0.0154287,0.0162005
8272,None,0.0153691,0.0157356
8273,0.0147969,None,None
8352,0.0147969,0.0153184,0.0151962
8400,0.0147969,0.0152826,0.0144511
8431,None,None,0.0141323
8432,0.0147969,0.0152171,None
8462,0.0147969,0.015229,0.0141799
8494,0.0147969,0.0152826,0.0147045
8574,0.0148356,0.0152379,0.0146657
8605,0.0148356,0.0151396,0.0147045
8637,0.0148356,0.0151068,0.0149369
8652,0.0148356,0.0151545,0.0150025
8684,0.0148356,0.0150263,0.014466
8764,0.0148356,0.0149667,0.0139832
8796,0.0148356,0.0149965,0.01432
8844,0.0148356,0.0149906,0.0145048
8891,None,None,0.0147909
8892,0.0148356,0.0148982,None
8971,None,0.0148505,0.0146747
8972,0.0148356,None,None
9003,0.0148356,0.0147849,0.0141591
9162,0.0148296,0.0145733,0.014618
9194,0.0148296,0.0145316,0.0148892
9226,0.0148296,0.0145972,0.0152081
9257,None,None,0.0154793
9258,0.0148296,0.0146121,None
9289,0.0148296,0.0146657,0.0155061
9352,0.0148296,0.0147462,0.0160813
9384,0.0148296,0.0149131,0.0162035
9416,0.0148296,0.0149131,0.0162631
9448,0.0148296,0.0149578,0.015974
9479,None,None,0.0159442
9480,0.0148296,0.0149757,None
9511,None,0.014928,0.0153989
9512,0.0148296,None,None
9591,0.0148773,0.014928,0.0150949
9607,0.0148773,0.0149727,0.0147849
9639,0.0148773,0.0149876,0.0151485
9671,0.0148773,0.0150472,0.014925
9703,0.0148773,0.01508,0.0148267
9766,0.0148773,0.0149876,0.0137985
9798,0.0148773,0.0149816,0.0143349
9846,None,0.0148207,0.0133395
9847,0.0148773,None,None
9894,0.0148773,0.0148058,0.0132918
9972,None,0.0147134,0.0133455
9973,0.0148773,None,None
10020,0.0148773,0.0146925,0.0133485
10053,0.0148773,0.0148028,0.0141233
10084,0.0148445,0.0147969,0.0141054
10117,0.0148445,0.014782,0.0143826
10196,0.0148445,0.0146508,0.0144452
10228,0.0148445,0.0145346,0.014165
10260,0.0148445,0.0144988,0.0137985
10276,0.0148445,0.0145048,0.0143021
10308,0.0148445,0.0145078,0.0142157
10387,0.0148445,0.0144213,0.0152469
10419,None,0.0144094,0.0152886
10420,0.0148445,None,None
10435,0.0148445,0.0143707,0.0152081
10467,0.0148445,0.0143945,0.0152558
10499,0.0148445,0.0142992,0.0144601
10639,0.0148356,0.0141919,0.0141561
10670,0.0148356,0.014165,0.0138968
10702,0.0148356,0.0142425,0.014624
10781,0.0148356,0.0143677,0.0149399
10813,None,0.0144273,0.0150502
10814,0.0148356,None,None
10861,0.0148356,0.014478,0.015074
