timestamp,Driver Square Filtred Current, Wiring Square Filtred Current, Switches Square Filtred Current
53406,0.0155151,0.0154525,0.0149429
53452,None,0.015527,0.0153929
53453,0.0155151,None,None
53484,0.0155151,0.015524,0.0155956
53515,0.0155002,0.0155121,0.015828
53626,0.0155002,0.0155717,0.0166744
53674,None,None,0.0166446
53675,0.0155002,0.0156432,None
53707,0.0155002,0.0156701,0.0166118
53799,None,0.0158042,0.0165403
53800,0.0155002,None,None
53911,0.0155002,0.0157565,0.0157923
54005,0.015521,0.0157446,0.0153899
54147,0.015521,0.0157386,0.0149637
54225,0.015521,0.0157088,0.0155836
54256,0.015521,0.0158012,0.0154227
54302,0.015521,0.0157297,0.0149846
54366,0.015521,0.0156879,0.0152737
54430,0.015521,0.0158072,0.0153512
54477,0.015521,0.0158042,0.015977
54508,0.015533,0.0157624,0.0158012
54806,None,None,0.0161141
54807,0.015533,0.015527,None
54838,None,0.0155032,0.0156075
54839,0.015533,None,None
54870,None,None,0.0153601
54871,0.015533,0.0154853,None
54902,0.015533,0.0156283,0.0159025
54934,None,0.0156343,0.0156879
54935,0.015533,None,None
55013,None,None,0.0158519
55014,0.0155419,0.0156075,None
55108,0.0155419,0.0157207,0.0160426
55156,0.0155419,0.0157863,0.0160784
55235,None,None,0.015676
55236,0.0155419,0.0157177,None
55329,0.0155419,0.0157833,0.0154316
55376,0.0155419,0.0157297,0.015223
55439,None,None,0.0154525
55440,0.0155419,0.0157088,None
55471,0.0155419,0.0157148,0.0152916
55676,0.01553,0.0155479,0.0147969
55723,0.01553,0.0156105,0.0151396
55867,0.01553,0.0155032,0.0155956
56039,0.0155628,0.0154495,0.0160426
56070,None,None,0.0162065
56071,0.0155628,0.01553,None
56102,None,0.0154644,0.0161886
56103,0.0155628,None,None
56133,0.0155628,0.0155091,0.0159144
56261,0.0155628,0.015527,0.015527
56293,0.0155628,0.0155151,0.0158548
56324,None,0.0155449,0.0157565
56325,0.0155628,None,None
56356,None,0.0155479,0.0157118
56357,0.0155628,None,None
56388,None,None,0.0162363
56389,0.0155628,0.0157028,None
56467,0.0155628,0.0157595,0.016433
56515,0.0155717,0.0157028,0.0162959
56579,0.0155717,0.0157237,0.01553
56640,0.0155717,0.0157118,0.0149429
56736,0.0155717,0.0157505,0.0152439
56767,0.0155717,0.0157267,0.0154138
56799,0.0155717,0.0158161,0.0159323
56973,0.0155717,0.0158459,0.0163227
57037,0.0155777,0.0159591,0.0165105
57085,0.0155777,0.0159562,0.0168413
57148,0.0155777,0.0159353,0.0166178
57276,0.0155777,0.0159472,0.0156194
57308,0.0155777,0.0159889,0.0158876
57340,0.0155777,0.0159383,0.0156939
57388,0.0155777,0.0158578,0.0158429
57595,0.0155896,0.0159979,0.0159979
57674,None,0.0160217,0.0157475
57675,0.0155896,None,None
57722,None,None,0.0155836
57723,0.0155896,0.0159413,None
57767,None,None,0.0154793
57768,0.0155896,0.0159234,None
57830,0.0155896,0.0158042,0.015074
57894,0.0155896,0.0156462,0.0146776
57955,0.0155896,0.0155687,0.014177
58002,None,0.0154167,0.0137985
58003,0.0155449,None,None
58208,0.0155449,0.0153035,0.0156999
58240,0.0155449,0.0153154,0.015834
58303,0.0155449,0.0152349,0.0156671
58334,None,None,0.0159681
58335,0.0155449,0.0153482,None
58367,0.0155449,0.0152528,0.0155598
58399,0.0155449,0.0152141,0.0154406
58431,0.0155449,0.0152856,0.0156552
58511,0.0155449,0.0151753,0.0151187
58638,0.0155449,0.015071,0.014925
58829,0.0155449,0.0151128,0.015223
58892,0.0155449,0.0152886,0.0153273
58939,0.0155449,0.0152498,0.0153005
58985,0.0155449,0.0153452,0.015226
59017,0.0155419,0.0154078,0.0154257
59049,0.0155419,0.0154674,0.0160307
59143,None,None,0.0154018
59144,0.0155419,0.0153035,None
59175,0.0155419,0.0152528,0.0148177
59207,None,0.0151932,0.0145525
59208,0.0155419,None,None
59254,0.0155419,0.01508,0.0139594
59443,0.0155419,0.0150561,0.0149459
59523,0.0155091,0.0151038,0.0150263
59586,0.0155091,0.01508,0.015381
59618,0.0155091,0.0150889,0.0154734
59649,0.0155091,0.0151366,0.0155509
59727,0.0155091,0.0151873,0.0159293
59759,0.0155091,0.0153095,0.0164181
59901,0.0155091,0.0153095,0.0159472
59947,None,None,0.0158995
59948,0.0155091,0.0153869,None
60121,0.0155479,0.0154138,0.0154525
60168,None,None,0.0151753
60169,0.0155479,0.0154346,None
60200,0.0155479,0.0154406,0.0150025
60230,0.0155479,0.0155658,0.0155568
60262,0.0155479,0.0156164,0.0159591
60342,None,0.0155538,0.0155747
60343,0.0155479,None,None
60390,0.0155479,0.0157118,0.0159651
60421,None,None,0.0155747
60422,0.0155479,0.015673,None
60454,0.0155479,0.0156611,0.0153512
60518,0.0155509,0.0156581,0.0158399
60579,0.0155509,0.0156641,0.0152647
60611,0.0155509,0.0156283,0.0148773
60641,0.0155509,0.0156373,0.0151545
60735,None,0.0156075,0.0159204
60736,0.0155509,None,None
60845,None,0.0157714,0.0165552
60846,0.0155509,None,None
60893,None,None,0.0164747
60894,0.0155509,0.0157475,None
60957,0.0155509,0.0157535,0.0162005
61085,0.0155568,0.0157535,0.0155538
61165,0.0155568,0.015676,0.0151962
61211,None,None,0.0151426
61212,0.0155568,0.0157505,None
61243,0.0155568,0.0156969,0.015223
61339,0.0155568,0.0157684,0.0155717
61386,0.0155568,0.0158608,0.0166088
61498,0.0155687,0.015676,0.0159264
61576,0.0155687,0.015834,0.0152856
61624,0.0155687,0.0158608,0.0153035
61655,0.0155687,0.0158817,0.0159115
61687,0.0155687,0.0158608,0.0159442
61768,0.0155687,0.0156522,0.0154078
61815,0.0155687,0.0155538,0.0148058
61846,0.0155687,0.015533,0.0145912
62005,None,None,0.0157863
62006,0.0155807,0.0155419,None
62037,None,None,0.0159293
62038,0.0155807,0.015524,None
62069,None,0.015679,0.0161886
62070,0.0155807,None,None
62101,None,None,0.0162423
62102,0.0155807,0.0156432,None
62245,0.0155807,0.0157118,0.0161171
62292,0.0155807,0.0157595,0.0157267
62370,0.0155807,0.0156194,0.0154287
62432,0.0155807,0.015685,0.015673
62479,None,0.0157416,0.0159174
62480,0.0155807,None,None
62527,None,0.0157207,0.0162929
62528,0.0156015,None,None
62686,0.0156015,0.0156701,0.0156343
62718,0.0156015,0.0157267,0.015673
62782,0.0156015,0.0158012,0.0155866
62814,0.0156015,0.0158936,0.015685
62861,None,0.0158697,0.0157565
62862,0.0156015,None,None
62910,0.0156015,0.0157535,0.0153989
62989,0.0156015,0.015679,0.0149071
63036,None,0.0157207,0.0151485
63037,0.0155896,None,None
63068,None,None,0.0150383
63069,0.0155896,0.0156432,None
63227,0.0155896,0.0155091,0.0154257
63259,0.0155896,0.0154853,0.0151843
63323,0.0155896,0.0154853,0.0151932
63402,0.0155896,0.0153542,0.0150919
63449,0.0155896,0.0153333,0.0152618
63480,None,None,0.0150323
63481,0.0155896,0.0153065,None
63497,0.0155807,0.0153273,0.0153571
63607,0.0155807,0.0152558,0.0151843
63654,None,None,0.0154912
63655,0.0155807,0.0153065,None
63686,0.0155807,0.0152946,0.0156134
63718,0.0155807,0.0152886,0.0151247
63765,0.0155807,0.0152349,0.0152469
63893,0.0155807,0.0153959,0.0159532
64034,0.0155747,0.01553,0.0160873
64253,0.0155747,0.0156522,0.0154763
64412,0.0155747,0.0155479,0.0150144
64459,0.0155747,0.0155687,0.0149399
64491,None,None,0.0150621
64492,0.0155747,0.0155509,None
64523,None,None,0.0148624
64524,0.0155568,0.0154585,None
64619,0.0155568,0.0155002,0.0149578
64651,0.0155568,0.0154674,0.0150323
64667,0.0155568,0.0153929,0.01522
64699,0.0155568,0.0154465,0.01508
64731,0.0155568,0.0155628,0.0158727
64794,None,0.0156462,0.0164002
64795,0.0155568,None,None
64841,0.0155568,0.0156164,0.016892
64873,0.0155568,0.0155926,0.0165701
64905,0.0155568,0.0154912,0.0163913
64952,0.0155568,0.0155061,0.0158697
65096,0.0155628,0.0156254,0.0164807
65237,0.0155628,0.0155985,0.0158936
65283,0.0155628,0.015685,0.0156164
65315,None,0.0157267,0.0154197
65316,0.0155628,None,None
65456,0.0155628,0.0158399,0.0158548
65504,0.0155658,0.0158489,0.0154734
15,None,0.0159711,0.0158638
16,0.0155658,None,None
157,0.0155658,0.0161588,0.016582
189,0.0155658,0.0160754,0.0167221
333,0.0155658,0.0160545,0.0164151
379,None,0.0161767,0.0164151
380,0.0155658,None,None
411,0.0155658,0.0161111,0.0158161
555,0.0156045,0.0159055,0.0151783
603,0.0156045,0.0158966,0.0154793
635,0.0156045,0.0159472,0.0156313
824,0.0156045,0.0158489,0.0155419
888,0.0156045,0.0159413,0.0158608
919,0.0156045,0.0159472,0.0154018
936,0.0156045,0.0159621,0.0153989
967,None,0.0158966,0.0151038
968,0.0155777,None,None
1015,None,0.0158459,0.0154167
1016,0.0155777,None,None
1095,0.0155777,0.0158101,0.0155568
1127,0.0155777,0.015837,0.0155419
1159,0.0155777,0.0157684,0.0158489
1207,0.0155777,0.0157475,0.0160336
1254,None,None,0.0163883
1255,0.0155777,0.0158995,None
1334,0.0155777,0.0158608,0.016728
1381,None,0.0159323,0.0173151
1382,0.0155777,None,None
1536,None,None,0.0156254
1537,0.0156134,0.0159174,None
1582,0.0156134,0.015974,0.0151545
1676,0.0156134,0.0158519,0.0152439
1756,0.0156134,0.0157207,0.0151485
1803,0.0156134,0.0159502,0.0159055
1913,0.0156134,0.0159472,0.0161707
1958,0.0156015,0.0160336,0.0167578
1990,None,0.0161022,0.0163585
1991,0.0156015,None,None
2070,0.0156015,0.0160754,0.0159144
2147,None,None,0.0167251
2148,0.0156015,0.0162333,None
2179,0.0156015,0.016284,0.0170648
2559,None,0.016278,0.0162929
2560,0.0156879,None,None
2592,0.0156879,0.016275,0.0163525
2813,0.0156879,0.0162065,0.0152707
2844,None,None,0.0157893
2845,0.0156879,0.016132,None
3064,0.0156909,0.0160187,0.0153959
3172,0.0156909,0.015828,0.0157535
3204,0.0156909,0.015828,0.0156075
3251,0.0156909,0.0158131,0.015837
3299,0.0156909,0.0157595,0.0158519
3363,0.0156909,0.0157654,0.0158727
3395,0.0156909,0.0157267,0.0155419
3427,0.0156909,0.0156313,0.0152647
3458,0.0157118,0.0156403,0.0153452
3490,0.0157118,0.0155985,0.0155002
3634,0.0157118,0.0154614,0.0150979
3680,None,0.0155061,0.0149637
3681,0.0157118,None,None
3790,None,0.0155926,0.0158876
3791,0.0157118,None,None
3886,0.0157118,0.0156492,0.0164449
3998,0.0157356,0.0155032,0.0151902
4061,None,None,0.0152409
4062,0.0157356,0.0155598,None
4094,0.0157356,0.0155896,0.01553
4299,0.0157356,0.0156045,0.0156492
4378,0.0157356,0.0156313,0.0162393
4410,0.0157356,0.0156671,0.0158668
4441,0.0157356,0.0156611,0.0158727
4473,0.0157386,0.0157237,0.0162661
4504,0.0157386,0.0157714,0.0160873
4584,0.0157386,0.0158221,0.0159264
4630,0.0157386,0.0160187,0.0168413
4661,0.0157386,0.0160515,0.0168771
4693,0.0157386,0.0160933,0.0166208
4836,0.0157386,0.0159621,0.0160217
4884,0.0157386,0.01598,0.0158995
4915,0.0157386,0.0159621,0.0158936
4994,0.0157684,0.0160009,0.0152856
5073,0.0157684,0.0159442,0.0152558
5213,None,0.0157356,0.0147998
5214,0.0157684,None,None
5387,0.0157684,0.0157028,0.0150979
5435,0.0157684,0.0157595,0.0160396
5481,None,None,0.015831
5482,0.0157416,0.0157148,None
5530,0.0157416,0.015676,0.0155419
5799,0.0157416,0.0153095,0.0158995
5846,None,None,0.0159353
5847,0.0157416,0.0153154,None
5878,None,0.0153661,0.0164896
5879,0.0157416,None,None
5910,None,None,0.0163645
5911,0.0157416,0.0154138,None
6102,0.0157416,0.0154525,0.0152618
6277,0.0157416,0.0155956,0.0157088
6309,0.0157416,0.0154883,0.0153959
6341,0.0157416,0.0154763,0.015384
6388,None,None,0.0154436
6389,0.0157416,0.0155121,None
6532,0.0157475,0.0155509,0.0158072
6564,0.0157475,0.0156313,0.0160068
6612,0.0157475,0.0156194,0.0153363
6659,None,0.0157058,0.0153959
6660,0.0157475,None,None
6691,0.0157475,0.0157416,0.0156492
6723,0.0157475,0.0157237,0.0158519
6883,None,None,0.0160515
6884,0.0157475,0.0156373,None
6915,0.0157475,0.0156015,0.0154912
6947,0.0157475,0.0156224,0.015527
7042,0.0157207,0.0156045,0.0155956
7090,0.0157207,0.015676,0.0159085
7138,0.0157207,0.0156909,0.0160277
7217,None,0.0156403,0.0159651
7218,0.0157207,None,None
7313,0.0157207,0.0158101,0.015983
7361,0.0157207,0.0158012,0.0158191
7549,0.0157386,0.0156283,0.0149667
7929,0.0157386,0.0155002,0.0151843
7961,0.0157267,0.0153631,0.015077
8073,0.0157267,0.0153095,0.0148565
8135,None,0.0152439,0.0151157
8136,0.0157267,None,None
8229,0.0157267,0.0153124,0.0154853
8276,0.0157267,0.0152558,0.0157028
8307,0.0157267,0.0152379,0.0157356
8339,0.0157267,0.0152886,0.0159562
8370,None,0.0153422,0.0155389
8371,0.0157267,None,None
8447,0.0157267,0.0153899,0.0161052
8494,None,None,0.0164241
8495,0.0157177,0.0154704,None
8590,0.0157177,0.0155717,0.0162661
8622,0.0157177,0.0156701,0.0164121
8842,0.0157177,0.0158101,0.0162065
8874,0.0157177,0.0158101,0.0158221
8905,0.0157177,0.0158399,0.0156999
8952,0.0157177,0.0159353,0.0154376
9173,0.0157624,0.0157833,0.0151277
9250,0.0157624,0.0158548,0.0147432
9281,0.0157624,0.0158638,0.0149667
9312,0.0157624,0.0157714,0.0151247
9343,None,None,0.0149727
9344,0.0157624,0.0157267,None
9376,0.0157624,0.015676,0.015077
9535,0.0157326,0.0155479,0.0156432
9566,0.0157326,0.015527,0.0155807
9706,None,0.0153422,0.015372
9707,0.0157326,None,None
9755,0.0157326,0.0152498,0.0148475
9802,0.0157326,0.0152111,0.0149161
9881,None,0.0153065,0.0151098
9882,0.0157326,None,None
10150,0.0157088,0.0152647,0.0154704
10198,0.0157088,0.0154257,0.0161499
10244,None,0.0154197,0.0159681
10245,0.0157088,None,None
10276,0.0157088,0.0154167,0.0160545
10307,0.0157088,0.0154853,0.0158697
10340,0.0157088,0.015524,0.0164688
10371,0.0157088,0.0156671,0.0164807
10417,None,None,0.0164986
10418,0.0157088,0.0156671,None
10496,0.0157028,0.0157982,0.0166148
10528,0.0157028,0.0158072,0.0166804
10560,0.0157028,0.0157326,0.0159681
10592,0.0157028,0.0158399,0.0161856
10622,0.0157028,0.0158519,0.0161856
10701,0.0157028,0.0159323,0.0162572
10748,0.0157028,0.0158608,0.0156492
10780,0.0157028,0.0158608,0.0153214
10812,0.0157028,0.015837,0.0149339
10876,0.0157028,0.0158191,0.0148088
10921,0.0157028,0.0160009,0.0153095
10953,0.0157028,0.0160724,0.0164092
11016,0.0157237,0.0160635,0.0167549
11110,0.0157237,0.0160992,0.0167787
11157,0.0157237,0.0161618,0.0160903
11189,0.0157237,0.0160247,0.0163853
11220,0.0157237,0.0160366,0.0157952
11267,0.0157237,0.0160068,0.0157267
11314,0.0157237,0.0160336,0.0155568
11361,None,None,0.0154108
11362,0.0157237,0.0158608,None
11489,0.015685,0.0157446,0.0152916
11535,0.015685,0.0156939,0.0151604
11567,0.015685,0.015676,0.0153273
11613,0.015685,0.0156283,0.0154912
11644,0.015685,0.0155956,0.0154138
11833,0.015685,0.0159293,0.0162601
11912,0.015685,0.015837,0.0158757
11958,0.0156879,0.0156611,0.015685
11989,0.0156879,0.0157386,0.0155687
12113,0.0156879,0.015372,0.0146061
12161,0.0156879,0.0153273,0.0146389
12288,0.0156879,0.0155419,0.0158697
12336,0.0156879,0.015372,0.0154525
12368,0.0156879,0.0153333,0.0150919
12400,0.0156879,0.0153512,0.0151664
12445,0.0156879,0.0154525,0.0149012
12524,None,None,0.0154734
12525,0.0156134,0.0154346,None
12650,0.0156134,0.0156015,0.0161201
12729,0.0156134,0.0154197,0.015834
12777,None,None,0.0150591
12778,0.0156134,0.0153095,None
12809,None,0.0152439,0.0146359
12810,0.0156134,None,None
12953,0.0156134,0.0152171,0.0148922
13156,None,None,0.0149667
13157,0.0156015,0.0153273,None
13203,0.0156015,0.0152588,0.014919
13266,0.0156015,0.0152707,0.0154972
13344,0.0156015,0.0153601,0.015375
13391,None,0.0153631,0.0157505
13392,0.0156015,None,None
13423,0.0156015,0.0152558,0.0152946
13455,0.0156015,0.0151843,0.0147283
13519,0.0155717,0.0152022,0.0145406
13550,0.0155717,0.0150889,0.0145763
13581,0.0155717,0.0150502,0.014323
13613,0.0155717,0.0149608,0.0141054
13644,None,0.0149399,0.0147671
13645,0.0155717,None,None
13676,0.0155717,0.0149518,0.0146925
13867,0.0155717,0.0149608,0.0151485
13946,None,0.0151157,0.0154138
13947,0.0155717,None,None
14170,0.0155568,0.0153661,0.0160933
14202,0.0155568,0.0154287,0.0160754
14233,0.0155568,0.0153571,0.0161558
14265,0.0155568,0.015375,0.0159532
14312,0.0155568,0.0153422,0.0151813
14359,0.0155568,0.015378,0.0154346
14391,0.0155568,0.0153661,0.0152826
14423,0.0155568,0.0154972,0.0157863
14454,None,0.0155985,0.0156909
14455,0.0155568,None,None
14486,0.0155598,0.0156581,0.0163406
14562,None,0.0157475,0.0165164
14563,0.0155598,None,None
14611,0.0155598,0.0158697,0.0161529
14642,0.0155598,0.0158548,0.0162512
14689,0.0155598,0.0158757,0.0156373
14785,0.0155598,0.0158817,0.0159353
14847,0.0155598,0.015986,0.0162005
14895,0.0155598,0.0160307,0.0162393
14974,None,0.0160336,0.0163078
14975,0.0155598,None,None
15069,0.0155598,0.0161201,0.0167698
15148,0.0155598,0.0160187,0.0163168
15195,0.0155598,0.0160277,0.0160605
15307,0.0155598,0.0163436,0.0169635
15370,None,None,0.0166655
15371,0.0155598,0.0163257,None
15417,0.0155598,0.0162631,0.016433
15447,0.0155598,0.0162154,0.0155747
15606,0.0156105,0.0160217,0.0150055
15637,0.0156105,0.0159711,0.0147015
15684,0.0156105,0.0160724,0.0153959
15762,0.0156105,0.016126,0.0163972
15793,None,None,0.0160903
15794,0.0156105,0.0160903,None
15825,0.0156105,0.0160843,0.0163078
15921,0.0156105,0.0160664,0.0158727
15953,0.0156105,0.0160903,0.0156462
15985,0.0156254,0.0159919,0.0158101
16015,0.0156254,0.0159711,0.0159264
16080,0.0156254,0.0158489,0.0159502
16143,0.0156254,0.015828,0.0152707
16175,0.0156254,0.015837,0.0156909
16206,None,0.0159234,0.0160217
16207,0.0156254,None,None
16302,0.0156254,0.0156939,0.0162721
16382,0.0156254,0.0157565,0.0162631
16414,0.0156254,0.0157684,0.0158519
16446,0.0156254,0.0157744,0.0160426
16477,None,None,0.0157505
16478,0.0156313,0.0157386,None
16509,0.0156313,0.0157624,0.0153452
16652,0.0156313,0.0158042,0.015223
16699,0.0156313,0.0158012,0.0163078
16778,0.0156313,0.015679,0.0157237
16808,0.0156313,0.0156313,0.0156194
16840,0.0156313,0.0157118,0.0158012
16871,None,None,0.0158727
16872,0.0156313,0.0157595,None
16904,0.0156313,0.0157058,0.0152528
17312,0.0156343,0.0154108,0.0141263
17391,0.0156343,0.0152767,0.0145346
17549,0.0156015,0.0153929,0.0155091
17613,0.0156015,0.0152975,0.0150174
17660,None,0.0153363,0.0152528
17661,0.0156015,None,None
17692,0.0156015,0.0152588,0.0151962
17724,0.0156015,0.0152767,0.0155002
17804,0.0156015,0.0153393,0.0155836
17852,0.0156015,0.0152737,0.0155628
17901,None,0.015378,0.0159115
17902,0.0156015,None,None
17994,0.0156224,0.0151664,0.0151366
18199,0.0156224,0.0153542,0.0159115
18231,0.0156224,0.015372,0.0161141
18263,0.0156224,0.0154614,0.0162393
18310,None,None,0.0169277
18311,0.0156224,0.0157028,None
18438,0.0156224,0.0155717,0.0157714
18470,0.0156164,0.0155628,0.0151545
18502,0.0156164,0.0155538,0.0145763
18564,0.0156164,0.0156701,0.0152618
18627,0.0156164,0.0156909,0.0154942
18658,0.0156164,0.0156134,0.0155836
18705,0.0156164,0.0155687,0.015685
18751,0.0156164,0.0155389,0.0154704
18830,0.0156164,0.0155479,0.015232
19006,0.0155866,0.0156343,0.0154048
19070,0.0155866,0.0157118,0.0158817
19102,0.0155866,0.0157267,0.0158966
19134,0.0155866,0.0156879,0.0159442
19228,0.0155866,0.0156134,0.0159979
19260,0.0155866,0.0156313,0.0159472
19292,0.0155866,0.0156611,0.0161469
19340,0.0155866,0.015536,0.0161111
19433,None,0.0157058,0.0162572
19434,0.0155866,None,None
19529,None,None,0.016439
19530,0.0156373,0.0159323,None
19783,0.0156373,0.015974,0.0161529
19924,0.0156373,0.015974,0.0155568
19972,None,0.0160217,0.0152946
19973,0.0156611,None,None
20163,0.0156611,0.0159472,0.015673
20195,0.0156611,0.0158638,0.01553
20258,0.0156611,0.0158101,0.01522
20290,0.0156611,0.0156969,0.014919
20322,0.0156611,0.0156432,0.0147551
20385,0.0156611,0.0156015,0.01508
20462,0.0156283,0.0156581,0.0156164
20509,0.0156283,0.0154972,0.0154346
20556,None,0.0156522,0.0164092
20557,0.0156283,None,None
20604,0.0156283,0.015676,0.0157565
20859,0.0156283,0.0156969,0.016132
20891,0.0156283,0.0156611,0.0159264
20906,None,0.0156462,0.016132
20907,0.0156283,None,None
20938,0.0156283,0.0157475,0.016275
20970,0.0156343,0.0157982,0.0161946
21082,0.0156343,0.0157505,0.0160307
21176,0.0156343,0.0156999,0.0153542
21256,0.0156343,0.0157267,0.0150949
21460,0.0156105,0.0155836,0.0148386
21492,0.0156105,0.0156313,0.0147909
21524,0.0156105,0.0156432,0.014466
21571,0.0156105,0.0156045,0.0148475
21683,0.0156105,0.0156939,0.016591
21747,0.0156105,0.0155568,0.0158757
21811,0.0156105,0.0155568,0.0157773
21952,0.0156105,0.0154465,0.0155926
21999,None,0.0154972,0.0153303
22000,0.0156105,None,None
22079,0.0156105,0.0154644,0.0154585
22141,None,None,0.0154436
22142,0.0156105,0.0154167,None
